,date,MT_330,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,feel
29,2014-09-20 02:00:00,49.775,59.0,57.2,93.74,120.00,3.00,0.0,29.91,6.21,59.0
30,2014-09-20 03:00:00,54.6203125,59.0,57.2,93.74,110.00,2.00,0.0,29.91,6.21,59.0
31,2014-09-20 04:00:00,53.2125,57.2,57.2,100.0,120.00,3.00,0.0,29.94,6.21,57.2
32,2014-09-20 05:00:00,51.1828125,59.0,57.2,93.74,150.00,2.00,0.0,29.94,6.21,59.0
33,2014-09-20 06:00:00,63.0640625,57.2,57.2,100.0,0,2.00,0.0,29.94,6.21,57.2
34,2014-09-20 07:00:00,96.7046875,62.6,60.8,93.83,0,3.00,0.0,29.94,6.21,62.6
35,2014-09-20 08:00:00,84.7890625,64.4,60.8,88.09,170.00,1.00,0.0,29.94,6.21,64.4
36,2014-09-20 09:00:00,106.4609375,69.8,62.6,77.9,0,1.00,0.0,29.97,6.21,69.8
37,2014-09-20 10:00:00,117.7421875,73.4,62.6,68.94,0,2.00,0.0,29.97,6.21,73.4
38,2014-09-20 11:00:00,125.5796875,77.0,64.4,65.12,190.00,4.00,0.0,29.97,6.21,77.0
39,2014-09-20 12:00:00,133.10312499999998,78.8,62.6,57.6,270.00,5.00,0.0,29.97,6.21,80.31
40,2014-09-20 13:00:00,130.4375,80.6,60.8,50.95,260.00,4.00,0.0,29.94,6.21,81.46
41,2014-09-20 14:00:00,126.0484375,71.6,59.0,64.48,70.00,15.00,0.0,29.94,6.21,71.6
42,2014-09-20 15:00:00,136.8625,80.6,59.0,47.79,250.00,9.00,0.0,29.94,6.21,81.11
43,2014-09-20 16:00:00,126.20625,66.2,59.0,77.6,340.00,13.00,0.0,29.97,0.68,66.2
44,2014-09-20 17:00:00,125.265625,64.4,60.8,88.09,60.00,4.00,0.0,29.97,1.74,64.4
45,2014-09-20 18:00:00,122.13125,62.6,60.8,93.83,0,2.00,0.0,29.97,6.21,62.6
46,2014-09-20 19:00:00,124.325,62.6,60.8,93.83,200.00,2.00,0.0,30.0,6.21,62.6
47,2014-09-20 20:00:00,122.9140625,62.6,60.8,93.83,10.00,3.00,0.0,30.0,6.21,62.6
48,2014-09-20 21:00:00,125.421875,62.6,60.8,93.83,30.00,2.00,0.0,30.0,6.21,62.6
49,2014-09-20 22:00:00,88.0515625,60.8,60.8,100.0,0,1.00,0.0,30.03,6.21,60.8
50,2014-09-20 23:00:00,54.1515625,60.8,60.8,100.0,20.00,4.00,0.0,30.03,6.21,60.8
51,2014-09-21 00:00:00,53.05625,60.8,60.8,100.0,0,2.00,0.0,30.03,6.21,60.8
52,2014-09-21 01:00:00,51.80625,60.8,60.8,100.0,0,2.00,0.0,30.03,6.21,60.8
53,2014-09-21 02:00:00,50.86875,60.8,59.0,93.79,0,3.00,0.0,30.03,6.21,60.8
54,2014-09-21 03:00:00,54.6203125,60.8,60.8,100.0,0,2.00,0.0,30.0,2.92,60.8
55,2014-09-21 04:00:00,53.684375,60.8,60.8,100.0,0.00,0.00,0.0,30.03,2.67,60.8
56,2014-09-21 05:00:00,52.434375,62.6,60.8,93.83,0,3.00,0.0,30.03,2.61,62.6
57,2014-09-21 06:00:00,61.659375,62.6,60.8,93.83,0,2.00,0.0,30.03,2.8,62.6
58,2014-09-21 07:00:00,94.5109375,62.6,60.8,93.83,350.00,3.00,0.0,30.06,3.11,62.6
59,2014-09-21 08:00:00,84.51875,62.6,60.8,93.83,360.00,6.00,0.0,30.06,4.35,62.6
60,2014-09-21 09:00:00,106.615625,62.6,60.8,93.83,360.00,7.00,0.0,30.09,6.21,62.6
61,2014-09-21 10:00:00,115.5484375,64.4,59.0,82.62,10.00,5.00,0.0,30.09,6.21,64.4
62,2014-09-21 11:00:00,113.825,66.2,59.0,77.6,350.00,9.00,0.0,30.09,6.21,66.2
63,2014-09-21 12:00:00,123.5421875,66.2,59.0,77.6,20.00,11.00,0.0,30.12,6.21,66.2
64,2014-09-21 13:00:00,128.8703125,66.2,57.2,72.74,20.00,12.00,0.0,30.12,6.21,66.2
65,2014-09-21 14:00:00,132.63125,66.2,57.2,72.74,10.00,7.00,0.0,30.12,6.21,66.2
66,2014-09-21 15:00:00,128.7125,66.2,55.4,68.15,20.00,9.00,0.0,30.12,6.21,66.2
67,2014-09-21 16:00:00,122.13125,64.4,53.6,67.95,10.00,11.00,0.0,30.12,6.21,64.4
68,2014-09-21 17:00:00,115.234375,64.4,48.2,55.63,20.00,10.00,0.0,30.15,6.21,64.4
69,2014-09-21 18:00:00,112.571875,60.8,48.2,63.15,10.00,5.00,0.0,30.15,6.21,60.8
70,2014-09-21 19:00:00,120.40625,59.0,51.8,76.98,10.00,5.00,0.0,30.18,6.21,59.0
71,2014-09-21 20:00:00,122.2875,57.2,51.8,82.12,10.00,4.00,0.0,30.21,6.21,57.2
72,2014-09-21 21:00:00,125.109375,55.4,50.0,81.99,360.00,5.00,0.0,30.21,6.21,55.4
73,2014-09-21 22:00:00,85.7046875,55.4,50.0,81.99,10.00,3.00,0.0,30.24,6.21,55.4
74,2014-09-21 23:00:00,52.43125,53.6,50.0,87.56,0,2.00,0.0,30.24,6.21,53.6
75,2014-09-22 00:00:00,52.275,53.6,50.0,87.56,10.00,4.00,0.0,30.24,6.21,53.6
76,2014-09-22 01:00:00,49.30625,53.6,50.0,87.56,360.00,4.00,0.0,30.24,5.59,53.6
77,2014-09-22 02:00:00,50.24375,51.8,48.2,87.47,0.00,0.00,0.0,30.24,4.97,51.8
78,2014-09-22 03:00:00,53.0578125,50.0,48.2,93.5,0.00,0.00,0.0,30.24,4.97,50.0
79,2014-09-22 04:00:00,51.9625,50.0,50.0,100.0,0,1.00,0.0,30.24,6.21,50.0
80,2014-09-22 05:00:00,51.025,50.0,50.0,100.0,350.00,4.00,0.0,30.24,6.21,48.44
81,2014-09-22 06:00:00,64.3171875,51.8,50.0,93.55,340.00,3.00,0.0,30.24,6.21,51.8
82,2014-09-22 07:00:00,97.2125,53.6,51.8,93.6,10.00,4.00,0.0,30.24,6.21,53.6
83,2014-09-22 08:00:00,84.67656249999999,57.2,51.8,82.12,20.00,6.00,0.0,30.24,6.21,57.2
84,2014-09-22 09:00:00,107.24375,59.0,50.0,72.01,20.00,6.00,0.0,30.27,6.21,59.0
85,2014-09-22 10:00:00,115.8625,60.8,50.0,67.54,30.00,6.00,0.0,30.24,6.21,60.8
86,2014-09-22 11:00:00,117.271875,60.8,48.2,63.15,360.00,6.00,0.0,30.24,6.21,60.8
87,2014-09-22 12:00:00,114.296875,62.6,48.2,59.26,360.00,6.00,0.0,30.24,6.21,62.6
88,2014-09-22 13:00:00,120.40625,62.6,46.4,55.37,10.00,6.00,0.0,30.24,6.21,62.6
89,2014-09-22 14:00:00,114.453125,62.6,46.4,55.37,10.00,8.00,0.0,30.21,6.21,62.6
90,2014-09-22 15:00:00,118.6828125,62.6,46.4,55.37,360.00,8.00,0.0,30.21,6.21,62.6
91,2014-09-22 16:00:00,116.959375,62.6,44.6,51.72,350.00,7.00,0.0,30.21,5.59,62.6
92,2014-09-22 17:00:00,108.653125,60.8,44.6,55.12,10.00,6.00,0.0,30.21,4.97,60.8
93,2014-09-22 18:00:00,111.94375,59.0,46.4,62.92,0,3.00,0.0,30.21,4.97,59.0
94,2014-09-22 19:00:00,117.5859375,57.2,48.2,71.83,0,2.00,0.0,30.21,4.35,57.2
95,2014-09-22 20:00:00,122.1296875,55.4,48.2,76.66,0,3.00,0.0,30.24,3.73,55.4
96,2014-09-22 21:00:00,123.0703125,55.4,48.2,76.66,20.00,5.00,0.0,30.24,3.11,55.4
97,2014-09-22 22:00:00,96.078125,53.6,48.2,81.87,10.00,3.00,0.0,30.24,2.92,53.6
98,2014-09-22 23:00:00,66.975,51.8,48.2,87.47,10.00,5.00,0.0,30.24,2.55,51.8
99,2014-09-23 00:00:00,61.3484375,51.8,48.2,87.47,360.00,4.00,0.0,30.21,2.3,51.8
100,2014-09-23 01:00:00,56.0296875,50.0,48.2,93.5,10.00,2.00,0.0,30.21,2.05,50.0
101,2014-09-23 02:00:00,51.65,48.2,46.4,93.45,10.00,3.00,0.0,30.21,1.86,47.21
102,2014-09-23 03:00:00,55.715625,48.2,46.4,93.45,10.00,3.00,0.0,30.18,1.49,47.21
103,2014-09-23 04:00:00,55.2484375,46.4,46.4,100.0,0,3.00,0.0,30.18,1.43,45.15
104,2014-09-23 05:00:00,55.2453125,46.4,44.6,93.4,10.00,3.00,0.0,30.18,1.3,45.15
105,2014-09-23 06:00:00,64.1609375,46.4,44.6,93.4,30.00,3.00,0.0,30.18,1.12,45.15
106,2014-09-23 07:00:00,94.51093749999998,50.0,48.2,93.5,70.00,4.00,0.0,30.15,2.05,48.44
107,2014-09-23 08:00:00,85.103125,55.4,50.0,81.99,70.00,7.00,0.0,30.18,3.73,55.4
108,2014-09-23 09:00:00,103.953125,57.2,48.2,71.83,90.00,8.00,0.0,30.18,6.21,57.2
109,2014-09-23 10:00:00,108.340625,60.8,46.4,59.01,70.00,7.00,0.0,30.15,6.21,60.8
110,2014-09-23 11:00:00,121.0359375,60.8,46.4,59.01,80.00,7.00,0.0,30.15,6.21,60.8
111,2014-09-23 12:00:00,108.4953125,62.6,46.4,55.37,60.00,5.00,0.0,30.15,6.21,62.6
112,2014-09-23 13:00:00,120.4078125,62.6,48.2,59.26,10.00,6.00,0.0,30.12,6.21,62.6
113,2014-09-23 14:00:00,123.071875,64.4,46.4,51.98,20.00,7.00,0.0,30.09,6.21,64.4
114,2014-09-23 15:00:00,126.05,64.4,46.4,51.98,50.00,8.00,0.0,30.09,6.21,64.4
115,2014-09-23 16:00:00,124.4828125,62.6,46.4,55.37,40.00,7.00,0.0,30.06,6.21,62.6
116,2014-09-23 17:00:00,122.759375,59.0,46.4,62.92,50.00,6.00,0.0,30.06,6.21,59.0
117,2014-09-23 18:00:00,113.66875,57.2,46.4,67.12,30.00,3.00,0.0,30.06,6.21,57.2
118,2014-09-23 19:00:00,121.81875,55.4,46.4,71.64,30.00,3.00,0.0,30.06,6.21,55.4
119,2014-09-23 20:00:00,121.975,53.6,46.4,76.5,10.00,4.00,0.0,30.06,6.21,53.6
120,2014-09-23 21:00:00,124.0125,50.0,44.6,81.61,0.00,0.00,0.0,30.06,5.59,50.0
121,2014-09-23 22:00:00,87.7421875,48.2,44.6,87.28,10.00,2.00,0.0,30.06,4.35,48.2
122,2014-09-23 23:00:00,54.153125,48.2,44.6,87.28,0.00,0.00,0.0,30.06,3.73,48.2
123,2014-09-24 00:00:00,54.6234375,46.4,44.6,93.4,0.00,0.00,0.0,30.03,3.11,46.4
124,2014-09-24 01:00:00,52.5890625,46.4,44.6,93.4,0.00,0.00,0.0,30.03,3.11,46.4
125,2014-09-24 02:00:00,52.434375,46.4,44.6,93.4,0,1.00,0.0,30.0,3.11,46.4
126,2014-09-24 03:00:00,56.1859375,46.4,44.6,93.4,0,2.00,0.0,30.0,2.67,46.4
127,2014-09-24 04:00:00,55.7171875,46.4,44.6,93.4,0,2.00,0.0,29.97,3.04,46.4
128,2014-09-24 05:00:00,53.3703125,46.4,44.6,93.4,0.00,0.00,0.0,29.97,2.42,46.4
129,2014-09-24 06:00:00,64.4734375,44.6,44.6,100.0,0,2.00,0.0,29.97,2.86,44.6
130,2014-09-24 07:00:00,95.2953125,48.2,48.2,100.0,240.00,2.00,0.0,29.97,2.36,48.2
131,2014-09-24 08:00:00,86.55625,51.8,48.2,87.47,240.00,3.00,0.0,30.0,2.3,51.8
132,2014-09-24 09:00:00,107.3984375,55.4,50.0,81.99,260.00,3.00,0.0,30.0,2.42,55.4
133,2014-09-24 10:00:00,116.959375,60.8,50.0,67.54,270.00,7.00,0.0,30.0,4.97,60.8
134,2014-09-24 11:00:00,117.115625,62.6,50.0,63.38,290.00,7.00,0.0,29.97,4.97,62.6
135,2014-09-24 12:00:00,111.9453125,62.6,50.0,63.38,270.00,7.00,0.0,29.97,5.59,62.6
136,2014-09-24 13:00:00,114.765625,64.4,50.0,59.5,280.00,7.00,0.0,29.94,6.21,64.4
137,2014-09-24 14:00:00,77.309375,64.4,51.8,63.6,260.00,8.00,0.0,29.94,6.21,64.4
138,2014-09-24 15:00:00,129.025,66.2,51.8,59.74,270.00,9.00,0.0,29.94,6.21,66.2
139,2014-09-24 16:00:00,135.765625,64.4,50.0,59.5,260.00,9.00,0.0,29.91,6.21,64.4
140,2014-09-24 17:00:00,123.696875,62.6,51.8,67.75,260.00,10.00,0.0,29.94,6.21,62.6
141,2014-09-24 18:00:00,114.9203125,59.0,55.4,87.83,270.00,4.00,0.0,29.94,3.11,59.0
142,2014-09-24 19:00:00,111.7875,59.0,55.4,87.83,290.00,6.00,0.0,29.97,2.86,59.0
143,2014-09-24 20:00:00,119.1515625,57.2,55.4,93.69,300.00,6.00,0.0,30.0,3.11,57.2
144,2014-09-24 21:00:00,121.034375,57.2,55.4,93.69,310.00,5.00,0.0,30.0,6.21,57.2
145,2014-09-24 22:00:00,88.3640625,55.4,53.6,93.65,310.00,4.00,0.0,30.03,6.21,55.4
146,2014-09-24 23:00:00,53.3703125,55.4,53.6,93.65,0,1.00,0.0,30.03,6.21,55.4
147,2014-09-25 00:00:00,55.090625,53.6,53.6,100.0,0,2.00,0.0,30.06,5.59,53.6
148,2014-09-25 01:00:00,52.7453125,53.6,51.8,93.6,240.00,2.00,0.0,30.06,2.24,53.6
149,2014-09-25 02:00:00,51.65,50.0,50.0,100.0,0.00,0.00,0.0,30.09,0.16,50.0
150,2014-09-25 03:00:00,55.559375,50.0,48.2,93.5,0.00,0.00,0.0,30.09,0.12,50.0
151,2014-09-25 04:00:00,54.621875,48.2,48.2,100.0,0.00,0.00,0.0,30.12,2.86,48.2
152,2014-09-25 05:00:00,52.7453125,50.0,48.2,93.5,0.00,0.00,0.0,30.12,0.28,50.0
153,2014-09-25 06:00:00,65.56875,48.2,48.2,100.0,0.00,0.00,0.0,30.15,3.11,48.2
154,2014-09-25 07:00:00,97.8015625,50.0,50.0,100.0,0.00,0.00,0.0,30.15,4.35,50.0
155,2014-09-25 08:00:00,87.3390625,53.6,53.6,100.0,0.00,0.00,0.0,30.18,4.97,53.6
156,2014-09-25 09:00:00,107.55625,57.2,55.4,93.69,0,1.00,0.0,30.21,6.21,57.2
157,2014-09-25 10:00:00,119.78125,62.6,51.8,67.75,240.00,3.00,0.0,30.18,6.21,62.6
158,2014-09-25 11:00:00,120.09375,64.4,46.4,51.98,300.00,6.00,0.0,30.18,6.21,64.4
159,2014-09-25 12:00:00,117.271875,64.4,44.6,48.55,310.00,5.00,0.0,30.21,6.21,64.4
160,2014-09-25 13:00:00,114.1375,66.2,44.6,45.6,280.00,5.00,0.0,30.21,6.21,66.2
161,2014-09-25 14:00:00,123.6984375,66.2,44.6,45.6,260.00,4.00,0.0,30.18,6.21,66.2
162,2014-09-25 15:00:00,129.653125,66.2,46.4,48.83,280.00,6.00,0.0,30.18,6.21,66.2
163,2014-09-25 16:00:00,133.415625,66.2,44.6,45.6,300.00,5.00,0.0,30.21,6.21,66.2
164,2014-09-25 17:00:00,121.0328125,64.4,46.4,51.98,340.00,5.00,0.0,30.21,6.21,64.4
165,2014-09-25 18:00:00,118.36875,60.8,46.4,59.01,340.00,2.00,0.0,30.21,6.21,60.8
166,2014-09-25 19:00:00,123.228125,57.2,48.2,71.83,0,3.00,0.0,30.21,6.21,57.2
167,2014-09-25 20:00:00,121.9734375,55.4,48.2,76.66,0,2.00,0.0,30.24,6.21,55.4
168,2014-09-25 21:00:00,123.2296875,53.6,48.2,81.87,10.00,2.00,0.0,30.24,6.21,53.6
169,2014-09-25 22:00:00,89.6171875,51.8,48.2,87.47,30.00,2.00,0.0,30.24,6.21,51.8
170,2014-09-25 23:00:00,54.9328125,50.0,46.4,87.37,0.00,0.00,0.0,30.24,6.21,50.0
171,2014-09-26 00:00:00,55.5609375,50.0,46.4,87.37,20.00,3.00,0.0,30.24,6.21,49.27
172,2014-09-26 01:00:00,53.2140625,48.2,46.4,93.45,20.00,2.00,0.0,30.24,6.21,48.2
173,2014-09-26 02:00:00,52.5890625,48.2,46.4,93.45,50.00,2.00,0.0,30.24,6.21,48.2
174,2014-09-26 03:00:00,56.8125,48.2,44.6,87.28,40.00,2.00,0.0,30.24,6.21,48.2
175,2014-09-26 04:00:00,54.1515625,46.4,44.6,93.4,50.00,2.00,0.0,30.24,6.21,46.4
176,2014-09-26 05:00:00,53.525,46.4,44.6,93.4,50.00,1.00,0.0,30.24,6.21,46.4
177,2014-09-26 06:00:00,65.88125,46.4,44.6,93.4,0,2.00,0.0,30.27,6.21,46.4
178,2014-09-26 07:00:00,96.0765625,50.0,48.2,93.5,40.00,1.00,0.0,30.27,6.21,50.0
179,2014-09-26 08:00:00,84.6328125,57.2,51.8,82.12,0.00,0.00,0.0,30.3,6.21,57.2
180,2014-09-26 09:00:00,112.8859375,62.6,51.8,67.75,260.00,4.00,0.0,30.3,6.21,62.6
181,2014-09-26 10:00:00,128.2421875,64.4,50.0,59.5,270.00,4.00,0.0,30.3,6.21,64.4
182,2014-09-26 11:00:00,129.340625,66.2,50.0,55.88,250.00,6.00,0.0,30.3,6.21,66.2
183,2014-09-26 12:00:00,127.1453125,68.0,50.0,52.51,270.00,5.00,0.0,30.3,6.21,68.0
184,2014-09-26 13:00:00,130.125,69.8,44.6,40.29,0,3.00,0.0,30.27,6.21,69.8
185,2014-09-26 14:00:00,119.3109375,69.8,50.0,49.37,330.00,3.00,0.0,30.27,6.21,69.8
186,2014-09-26 15:00:00,119.6234375,71.6,50.0,46.43,270.00,3.00,0.0,30.27,6.21,71.6
187,2014-09-26 16:00:00,114.6078125,69.8,53.6,56.38,350.00,4.00,0.0,30.27,6.21,69.8
188,2014-09-26 17:00:00,120.878125,68.0,53.6,59.97,360.00,3.00,0.0,30.27,6.21,68.0
189,2014-09-26 18:00:00,112.571875,64.4,51.8,63.6,0,1.00,0.0,30.27,6.21,64.4
190,2014-09-26 19:00:00,122.4453125,62.6,53.6,72.38,10.00,3.00,0.0,30.3,6.21,62.6
191,2014-09-26 20:00:00,124.6390625,59.0,53.6,82.25,10.00,4.00,0.0,30.3,6.21,59.0
192,2014-09-26 21:00:00,124.4828125,57.2,53.6,87.74,360.00,4.00,0.0,30.3,6.21,57.2
193,2014-09-26 22:00:00,87.271875,59.0,53.6,82.25,10.00,4.00,0.0,30.3,6.21,59.0
194,2014-09-26 23:00:00,54.3109375,57.2,53.6,87.74,40.00,2.00,0.0,30.3,6.21,57.2
195,2014-09-27 00:00:00,54.1515625,55.4,53.6,93.65,10.00,3.00,0.0,30.3,6.21,55.4
196,2014-09-27 01:00:00,51.9625,55.4,53.6,93.65,30.00,2.00,0.0,30.3,6.21,55.4
197,2014-09-27 02:00:00,51.3375,53.6,51.8,93.6,10.00,2.00,0.0,30.3,6.21,53.6
198,2014-09-27 03:00:00,55.559375,53.6,51.8,93.6,10.00,3.00,0.0,30.3,4.97,53.6
199,2014-09-27 04:00:00,53.840625,51.8,50.0,93.55,10.00,4.00,0.0,30.3,3.11,51.8
200,2014-09-27 05:00:00,51.3390625,51.8,51.8,100.0,10.00,3.00,0.0,30.3,3.11,51.8
201,2014-09-27 06:00:00,66.81875,51.8,51.8,100.0,0,3.00,0.0,30.33,3.11,51.8
202,2014-09-27 07:00:00,98.740625,55.4,53.6,93.65,30.00,3.00,0.0,30.33,4.35,55.4
203,2014-09-27 08:00:00,87.653125,59.0,57.2,93.74,0,1.00,0.0,30.33,6.21,59.0
204,2014-09-27 09:00:00,111.94375,64.4,55.4,72.56,80.00,4.00,0.0,30.33,6.21,64.4
205,2014-09-27 10:00:00,117.2734375,68.0,53.6,59.97,90.00,6.00,0.0,30.33,6.21,68.0
206,2014-09-27 11:00:00,119.9375,71.6,51.8,49.64,110.00,6.00,0.0,30.33,6.21,71.6
207,2014-09-27 12:00:00,121.6609375,73.4,53.6,49.9,110.00,4.00,0.0,30.3,6.21,73.4
208,2014-09-27 13:00:00,118.528125,75.2,55.4,50.17,100.00,6.00,0.0,30.27,6.21,75.2
209,2014-09-27 14:00:00,106.459375,75.2,55.4,50.17,120.00,7.00,0.0,30.27,6.21,75.2
210,2014-09-27 15:00:00,109.90625,75.2,55.4,50.17,100.00,9.00,0.0,30.24,6.21,75.2
211,2014-09-27 16:00:00,108.9671875,73.4,55.4,53.29,90.00,9.00,0.0,30.24,6.21,73.4
212,2014-09-27 17:00:00,112.415625,71.6,55.4,56.63,90.00,9.00,0.0,30.24,6.21,71.6
213,2014-09-27 18:00:00,107.2421875,66.2,53.6,63.82,90.00,6.00,0.0,30.24,6.21,66.2
214,2014-09-27 19:00:00,118.3703125,62.6,53.6,72.38,80.00,6.00,0.0,30.24,6.21,62.6
215,2014-09-27 20:00:00,121.975,62.6,55.4,77.29,70.00,6.00,0.0,30.21,6.21,62.6
216,2014-09-27 21:00:00,120.878125,60.8,55.4,82.37,80.00,3.00,0.0,30.24,6.21,60.8
217,2014-09-27 22:00:00,83.67031250000001,60.8,55.4,82.37,60.00,3.00,0.0,30.21,6.21,60.8
218,2014-09-27 23:00:00,52.74375,60.8,53.6,77.14,50.00,3.00,0.0,30.21,6.21,60.8
219,2014-09-28 00:00:00,52.9015625,59.0,53.6,82.25,70.00,3.00,0.0,30.18,6.21,59.0
220,2014-09-28 01:00:00,50.86875,59.0,53.6,82.25,60.00,3.00,0.0,30.18,6.21,59.0
221,2014-09-28 02:00:00,51.3375,57.2,51.8,82.12,70.00,3.00,0.0,30.18,6.21,57.2
222,2014-09-28 03:00:00,53.05625,55.4,51.8,87.65,50.00,4.00,0.0,30.18,6.21,55.4
223,2014-09-28 04:00:00,51.9625,53.6,51.8,93.6,70.00,3.00,0.0,30.15,6.21,53.6
224,2014-09-28 05:00:00,53.3703125,53.6,51.8,93.6,70.00,3.00,0.0,30.15,6.21,53.6
225,2014-09-28 06:00:00,67.1328125,51.8,50.0,93.55,90.00,3.00,0.0,30.15,6.21,51.8
226,2014-09-28 07:00:00,100.0328125,57.2,55.4,93.69,130.00,3.00,0.0,30.18,6.21,57.2
227,2014-09-28 08:00:00,84.31875,60.8,55.4,82.37,160.00,4.00,0.0,30.18,6.21,60.8
228,2014-09-28 09:00:00,108.025,62.6,55.4,77.29,170.00,5.00,0.0,30.18,6.21,62.6
229,2014-09-28 10:00:00,113.5125,66.2,55.4,68.15,180.00,10.00,0.0,30.18,6.21,66.2
230,2014-09-28 11:00:00,114.921875,69.8,53.6,56.38,180.00,8.00,0.0,30.15,6.21,69.8
231,2014-09-28 12:00:00,113.825,73.4,55.4,53.29,190.00,13.00,0.0,30.15,6.21,73.4
232,2014-09-28 13:00:00,117.4296875,75.2,55.4,50.17,170.00,10.00,0.0,30.12,6.21,75.2
233,2014-09-28 14:00:00,118.684375,75.2,55.4,50.17,230.00,8.00,0.0,30.12,6.21,75.2
234,2014-09-28 15:00:00,117.7421875,73.4,55.4,53.29,230.00,7.00,0.0,30.12,6.21,73.4
235,2014-09-28 16:00:00,115.7046875,73.4,55.4,53.29,220.00,5.00,0.0,30.12,6.21,73.4
236,2014-09-28 17:00:00,116.8015625,71.6,53.6,53.03,200.00,5.00,0.0,30.12,6.21,71.6
237,2014-09-28 18:00:00,118.2140625,69.8,53.6,56.38,200.00,4.00,0.0,30.12,6.21,69.8
238,2014-09-28 19:00:00,127.146875,69.8,55.4,60.21,190.00,4.00,0.0,30.15,6.21,69.8
239,2014-09-28 20:00:00,120.4078125,68.0,55.4,64.04,210.00,4.00,0.0,30.15,6.21,68.0
240,2014-09-28 21:00:00,123.384375,66.2,55.4,68.15,190.00,3.00,0.0,30.15,6.21,66.2
241,2014-09-28 22:00:00,89.6171875,62.6,53.6,72.38,0,2.00,0.0,30.15,6.21,62.6
242,2014-09-28 23:00:00,53.8390625,60.8,55.4,82.37,90.00,1.00,0.0,30.15,6.21,60.8
243,2014-09-29 00:00:00,53.0578125,59.0,55.4,87.83,60.00,2.00,0.0,30.15,6.21,59.0
244,2014-09-29 01:00:00,52.275,59.0,55.4,87.83,100.00,4.00,0.0,30.15,6.21,59.0
245,2014-09-29 02:00:00,50.7125,60.8,57.2,87.92,150.00,4.00,0.0,30.15,6.21,60.8
246,2014-09-29 03:00:00,54.7796875,60.8,55.4,82.37,140.00,3.00,0.0,30.15,6.21,60.8
